recoP,trueP,recoTheta,trueTheta
0.497218,0.500628,16.766648,17.568073
1.294955,1.193719,16.376285,15.240238
6.119771,5.731679,7.331120,7.676673
1.587828,1.652348,8.417390,8.979098
1.010559,0.768142,21.116671,20.784331
0.713516,0.733421,25.702999,24.378526
0.664091,0.685715,16.095706,16.894997
0.786376,1.882778,6.945062,9.154398
0.922103,1.027452,23.577465,21.165142
3.225650,2.986031,9.262829,9.568299
0.550573,0.677241,16.524618,13.585493
3.576413,3.430046,16.060760,16.309983
1.183661,1.060616,11.777929,11.802749
0.683153,0.662719,15.515497,11.302630
0.727642,0.751512,34.403170,33.683359
2.568982,2.302392,14.905766,13.082754
0.577514,0.636170,44.204169,46.752532
4.065848,3.763039,10.358051,10.094731
0.775704,0.772758,22.904515,22.611889
0.682941,0.511380,13.728557,15.302823
0.714252,0.703075,34.298009,32.930486
0.438636,0.447504,34.205471,35.105829
0.620690,0.655061,44.198164,44.775119
4.014944,3.575066,7.370304,6.819896
0.594152,0.635075,22.912271,22.646452
1.680006,1.606950,22.544663,22.897775
2.062136,1.821235,29.852091,29.737596
0.729213,0.748456,14.058857,12.573442
0.751174,0.605533,49.255361,48.598215
1.628514,1.675466,13.128450,13.113075
2.710103,2.798663,11.751750,11.437350
0.727940,0.745653,19.139745,18.293096
0.653897,0.680817,29.614760,27.798778
0.871705,0.822268,5.833950,1.173865
3.538926,2.921956,13.954075,13.336872
0.414362,0.444467,29.018674,27.933443
0.647797,0.695635,14.809367,15.161661
2.445963,2.589766,7.446108,7.281817
1.273756,1.197805,20.782396,21.240861
1.215767,1.152002,5.848882,5.129920
0.736133,0.850557,25.331485,24.905753
2.374571,2.252861,18.795296,18.235036
4.472256,3.803525,3.594611,4.550618
0.974638,0.969994,35.175539,34.618415
3.528685,3.142654,5.038006,5.143080
0.877926,0.872810,14.454443,14.290695
0.455195,0.671645,24.353974,25.349781
0.578894,0.599720,14.219102,14.552000
0.518000,0.510124,26.190588,22.247005
0.688316,0.708840,27.082359,26.133465
0.602184,0.602934,40.215410,42.696298
1.837636,2.035429,4.468044,4.746481
0.510531,0.658753,24.638756,21.063950
0.686386,0.689751,19.905187,21.189825
0.520623,0.548495,40.946186,41.980358
0.625334,0.645296,18.842196,17.277605
0.612043,0.616565,18.294010,17.340254
0.433984,0.455782,20.097318,11.362797
1.114177,1.079451,18.100052,18.052692
0.493265,0.525000,27.636251,26.580649
0.755538,0.795431,23.898045,24.479105
0.594805,0.478072,34.731711,31.833136
1.853789,1.819618,21.296201,21.900350
1.184002,1.252790,6.643755,10.445532
